original_price,discount_original_price,discount_final_price,release_date,reviews,item_id,genre
US$14.99 ,0,0,  Jun 19  2015,  [Positive],365350,  [Visual Novel- Adventure- Casual- Indie- Simulation- Otome- Anime- Female Protagonist]
US$19.99 ,0,US$25.48 ,  Aug 26  2015,  [Very Positive],336440,  [Early Access- Action- Indie- RPG- Funny- Comedy- Co-op- Local Co-Op- Action RPG]
US$1.99 ,0,US$3.72 ,  Aug 8  2016,  [Mostly Positive],461760,  [Action- Indie- Casual]
US$19.99 ,0,0,  Jul 29  2015,  [Very Positive],377710,  [Casual- Adventure- Anime- Visual Novel- Nudity- Female Protagonist]
US$14.99 ,0,US$119.32 ,  Aug 15  2014,  [Very Positive],312510,  [Indie- Action- Local Multiplayer- Platformer]
US$14.99 ,0,0,  Jul 1  2016,  [Mostly Negative- Mixed],437870,  [Simulation- Strategy- Indie- Space- Survival- City Builder]
US$9.99 ,0,US$11.88 ,  Sep 16  2016,  [Positive],504750,  [Strategy- Board Game- Sci-fi- Abstract- Turn-Based]
US$24.99 ,0,0,  Sep 27  2012,  [Mostly Positive],313660,  [Strategy- Simulation- Grand Strategy- Historical- Rome- Multiplayer- Singleplayer- Replay Value]
US$1.99 ,0,0,  Jul 29  2016,  [Mostly Positive],496650,  [Action- Indie- Horror]
US$1.99 ,US$84.79 ,US$15.69 ,  Feb 22  2016,  [Mixed],434780,  [Action- Indie- Casual- Shoot 'Em Up- Arcade- Shooter- 2D- Sci-fi- Fantasy- Space- Atmospheric- Singleplayer- Stylized]
US$7.99 ,0,0,  Oct 7  2015,  [Mostly Negative],319430,  [Action- Adventure- Indie- RPG- Online Co-Op- Action-Adventure- CRPG- Co-op- Dungeon Crawler- PvP- Local Co-Op]
Free to Play,0,0,  Nov 5  2014,  [Mixed- Mixed],302830,  [Early Access- Free to Play- Shooter- Multiplayer- FPS- Action- Building- Zombies- Pixel Graphics- Online Co-Op- Sandbox- Survival- Co-op- 3D Vision- Massively Multiplayer- Adventure- Open World- Funny- Casual- Controller]
US$2.99 ,0,0,  Sep 2  2015,  [Positive],305820,  [Indie- Casual- Puzzle- Platformer- Comedy- Physics- Blood- Dark Humor- Dark Comedy- Cute- Great Soundtrack]
US$2.99 ,0,US$44.98 ,  Jul 22  2016,  [Positive],496870,  [Indie- Casual- Action- Adventure]
US$14.99 ,0,0,  Aug 9  2016,  [Very Positive- Very Positive],496300,  [Strategy- Indie- Simulation- Pixel Graphics- Singleplayer- Survival- 2D- Tower Defense- Fantasy- Adventure- Exploration- Side Scroller]
Free,0,0,  Apr 5  2016,  [Very Positive],411820,  [Early Access- Simulation- VR]
US$19.99 ,0,0,  Nov 17  2009,  [Mostly Positive],318740,  [Adventure- Family Friendly- Female Protagonist]
US$6.99 ,US$73.86 ,US$58.27 ,  Dec 9  2015,  [Positive],408770,  [Indie- Adventure- Visual Novel- Nudity- Anime]
US$12.99 ,0,0,  May 5  2014,  [Very Positive],269250,  [Visual Novel- Anime- Indie- Sci-fi- Singleplayer- Economy- Story Rich]
US$14.99 ,0,0,  Jun 27  2013,  [Very Positive- Very Positive],241600,  [Rogue-like- Platformer- Indie- Action- Singleplayer- 2D- Metroidvania- RPG- Rogue-lite- Side Scroller- Pixel Graphics- Controller- Fantasy- Exploration- Medieval- Adventure- Difficult- Replay Value- Procedural Generation- Perma Death]
Free to Play,0,0,  May 26  2016,  [Very Positive- Very Positive],374670,  [Early Access- Free to Play- Indie- Action- Massively Multiplayer- Match 3- Puzzle]
US$6.99 ,0,US$43.30 ,  Jul 10  2015,  [Mostly Negative],368880,  [Adventure- Casual]
US$2.99 ,0,0,  Aug 28  2015,  [Very Positive],385330,  [Adventure- Indie- Horror- Pixel Graphics- RPGMaker- Female Protagonist- Great Soundtrack]
US$8.99 ,0,0,  Jun 1  2015,  [Mostly Positive- Mostly Positive],341940,  [Gore- Violent- Action- Dark- Mature- Indie- Shooter- Isometric- Singleplayer- Twin Stick Shooter- Villain Protagonist- Open World- Psychological Horror- Horror- Third-Person Shooter- Dark Humor- Top-Down Shooter- Survival- Difficult- Dark Fantasy]
US$4.99 ,0,0,  May 28  2015,  [Mostly Positive],373440,  [RPG- RPGMaker]
US$29.99 ,0,0,  Jun 8  2011,  [Mixed],24670,  [Simulation- Trains- Multiplayer- Singleplayer]
US$9.99 ,0,0,  Jul 25  2001,  [Mostly Positive- Very Positive],201330,  [Noir- Action- Classic- Third-Person Shooter- Story Rich- Bullet Time- Atmospheric- Dark- Third Person- Shooter- Singleplayer- Great Soundtrack- Linear- Cinematic- Detective- Adventure- Violent- Horror]
US$19.99 ,0,0,  Aug 25  2014,  [Overwhelmingly Positive- Very Positive],287390,  [Post-apocalyptic- Atmospheric- Action- FPS- Horror- Story Rich- First-Person- Stealth- Singleplayer- Shooter- Survival- Adventure- Based On A Novel- Survival Horror- Remake- Nudity- Sci-fi- Difficult- Multiplayer- Open World]
US$14.99 ,0,0,  Jun 4  2009,  [Positive],34500,  [Strategy- Indie- Simulation- Space- Sci-fi]
US$1.99 ,0,0,  Nov 18  2014,  [Mixed],317950,  [Indie- Adventure- RPG]
US$9.99 ,0,0,  Feb 25  2003,  [Mixed],410990,  [Strategy- 4X- Space- Sci-fi]
US$19.99 ,0,0,  Oct 6  2009,  [Mostly Negative],32420,  [Action- Star Wars- Sci-fi- Singleplayer- Local Co-Op]
US$5.99 ,0,0,  Aug 2  2012,  [Very Positive],207400,  [Bullet Hell- Shoot 'Em Up- Anime- Action- Great Soundtrack- Arcade- Indie- Female Protagonist- Singleplayer- 2D- Cute]
US$0.99 ,0,0,  Mar 23  2016,  [Very Positive],449060,  [Indie- Casual- Pixel Graphics- Female Protagonist- Arcade- Action- Adventure- Singleplayer- Short- Action-Adventure]
US$9.99 ,0,0,  Jun 1  2016,  [Mixed],449150,  [Indie- Adventure- Interactive Fiction]
US$5.99 ,0,0,  Jul 28  2015,  [Mostly Positive],299580,  [Early Access- Adventure- Action- Indie- Horror- Female Protagonist]
US$9.99 ,0,US$24.87 ,  Sep 27  2014,  [Very Positive],279800,  [Casual- Adventure- Hidden Object- Mystery- Point & Click- Female Protagonist- Puzzle]
US$19.99 ,0,US$25.56 ,  Apr 5  2016,  [Mixed],366400,  [Indie- Action- Multiplayer- Space- Top-Down Shooter- Twin Stick Shooter- Great Soundtrack- MOBA]
US$1.99 ,0,0,  Dec 31  2015,  [Mostly Negative],429950,  [Action- Indie- Adventure- Platformer]
US$6.99 ,0,0,  Nov 1  2008,  [Mostly Positive],31870,  [Adventure- Casual- Hidden Object- Point & Click]
US$3.99 ,0,0,  May 11  2007,  [Mixed],289400,  [Simulation- Action- Adventure- Space- Sci-fi- FPS]
US$14.99 ,0,US$80.70 ,  Jul 10  1985,  [Positive],396140,  [Movie- Action- Thriller- Feature Film]
US$4.99 ,0,US$53.18 ,  Jul 14  2016,  [],473110,  []
US$9.99 ,0,0,  Jul 29  2016,  [],503980,  [Indie- Adventure- Detective- Visual Novel- Interactive Fiction- Steampunk- Touch-Friendly- Alternate History- Replay Value- Crime- Choices Matter- Multiple Endings- Controller- Story Rich- Comedy]
US$6.99 ,0,0,  May 21  2015,  [Positive],370970,  [Action- Indie- Casual]
US$0.99 ,US$7.96 ,US$4.65 ,  Mar 18  2016,  [],439710,  [Strategy- RPG- Indie]
US$0.99 ,0,US$9.48 ,  Nov 5  2015,  [Positive],417230,  [Strategy- Adventure- Indie- Simulation]
US$0.99 ,0,0,  Oct 26  2015,  [Positive],408750,  [Indie- Casual- Platformer]
US$4.99 ,0,0,  Feb 1  2013,  [Mostly Negative],230760,  [Indie- Casual- Platformer]
Free to Play,0,0,  Feb 17  2016,  [Mostly Positive- Mixed],253490,  [Free to Play- Massively Multiplayer- Action- RPG- MMORPG- Adventure- Anime]
US$9.99 ,0,0,  Nov 6  2015,  [Positive],374830,  [Strategy- Indie- Comedy]
US$2.99 ,0,0,  Jan 31  1998,  [Mixed],32390,  [Action- Star Wars- FPS- Sci-fi- Third Person- Classic- Shooter- Singleplayer- First-Person- Female Protagonist- Multiplayer- Adventure- Retro]
US$1.99 ,0,0,  Nov 3  2015,  [Very Positive],397570,  [Indie- Action- Bullet Hell- Twin Stick Shooter- Shoot 'Em Up- Co-op- Shooter- Difficult- Great Soundtrack- 4 Player Local- Local Co-Op]
US$14.99 ,0,0,  Dec 1  2015,  [Positive],369300,  [Adventure]
,US$4.99 ,US$3.49 ,  Nov 3  2000,  [Mostly Positive],389900,  [Strategy- Action]
US$4.99 ,0,0,  Nov 8  2002,  [Mostly Positive],281390,  [Strategy- Space- RTS- Sci-fi]
US$9.99 ,0,US$83.92 ,  Jun 23  2016,  [],467600,  [Strategy- Adventure- RPG]
US$19.99 ,US$424.88 ,US$305.13 ,  May 18  2015,  [Positive],372020,  [Strategy- RPG- Indie- Turn-Based- Fantasy- Story Rich- Sandbox- Online Co-Op- Dragons- Software- Party-Based RPG- Utilities]
US$7.99 ,0,0,  Nov 10  2014,  [Mostly Positive- Very Positive],332800,  [Horror- Singleplayer- Survival Horror- Psychological Horror- Robots- Difficult- Dark- First-Person- Indie- Survival- Point & Click- Strategy- Atmospheric- Story Rich- Mystery- Fast-Paced- Resource Management- Historical- Perma Death- Adventure]
,US$49.99 ,US$39.99 ,  Apr 7  2015,  [Positive],360115,  [RPG- Indie- Strategy- Utilities- Turn-Based- Fantasy- Software- Party-Based RPG]
US$9.99 ,0,0,  Apr 1  2014,  [Very Positive],260570,  [Adventure- Point & Click- Female Protagonist- Singleplayer- Casual- Mystery- Story Rich- Great Soundtrack]
US$34.99 ,0,US$63.73 ,  Feb 25  2015,  [Very Positive- Very Positive],244160,  [Space- Strategy- RTS- Sci-fi- Classic- Great Soundtrack- Story Rich- Remake- Atmospheric- Multiplayer- Simulation- Tactical- Singleplayer- Moddable- Action- Female Protagonist- 4X- Adventure]
US$19.99 ,US$424.88 ,US$305.13 ,  Apr 7  2015,  [Mostly Positive],360114,  [Strategy- RPG- Indie- Utilities- Fantasy- Story Rich- Online Co-Op- Software- Party-Based RPG- Turn-Based]
US$2.99 ,0,0,  Aug 4  2015,  [Mixed],382300,  [Adventure- Indie- Action- Horror- FPS- Psychological Horror- Survival Horror- Sci-fi- Demons- Story Rich- Great Soundtrack]
Free To Play,0,0,  Aug 29  2016,  [Mostly Positive],494220,  [Early Access- Strategy- Zombies]
US$9.99 ,0,US$83.92 ,  Jun 23  2016,  [],467620,  [Strategy- RPG]
Free,0,0,  Sep 26  2013,  [Very Positive],362220,  [Fighting- Action- Episodic- Free to Play]
US$9.99 ,0,0,  Nov 26  2014,  [Negative],314210,  [Adventure- Indie- Platformer]
US$4.99 ,0,US$43.30 ,  Feb 27  2014,  [Mixed],277560,  [Casual- Point & Click- Adventure- Hidden Object- Puzzle]
US$9.99 ,0,0,  Aug 12  2014,  [Mostly Negative],303870,  [Action- Adventure- Horror- First-Person]
US$3.99 ,0,US$117.39 ,  Mar 22  2013,  [Mostly Positive],232530,  [Action- Adventure]
US$9.99 ,US$154.72 ,US$112.97 ,  Mar 17  2010,  [Mixed],46410,  [RPG- Action- Action RPG- Fantasy- Magic- Adventure- Singleplayer- Hack and Slash]
US$5.99 ,0,0,  Feb 9  2015,  [Mixed],348450,  [Action- Adventure- Indie- Horror- Open World- Walking Simulator]
US$9.99 ,0,0,  Jun 24  2007,  [Mixed],50910,  [Casual- Puzzle]
US$4.99 ,0,US$5.98 ,  Aug 29  2016,  [Positive],485160,  [Action- Indie- 2D- Great Soundtrack- Platformer- Difficult- Time Attack- Puzzle-Platformer]
US$19.99 ,0,0,  Mar 19  2015,  [Mostly Positive],344810,  [Simulation- Sports- Management]
US$9.99 ,0,0,  Jan 7  2016,  [Mixed],429600,  [Casual- Adventure- Hidden Object- Point & Click]
US$4.99 ,0,US$11.97 ,  Apr 6  2016,  [Positive],428604,  [Action]
US$4.99 ,0,US$11.97 ,  Apr 6  2016,  [Positive],428605,  [Action]
US$4.99 ,0,US$11.97 ,  Apr 6  2016,  [Positive],428603,  [Action]
US$4.99 ,0,US$11.97 ,  Mar 17  2016,  [Positive],428600,  [Action]
US$4.99 ,0,US$11.97 ,  Mar 17  2016,  [Positive],428601,  [Action]
US$11.99 ,0,0,  Aug 10  2016,  [Mixed],303720,  [Action- Indie- Zombies]
US$5.99 ,0,0,  Aug 3  2016,  [Positive],270030,  [Action- Indie- Casual- Sports- Simulation- Memes]
US$5.99 ,0,0,  Apr 25  2014,  [Mostly Positive],280140,  [RPG- Indie- RPGMaker- Female Protagonist- Adventure- Exploration- Casual- Story Rich- Episodic- JRPG- Replay Value- Great Soundtrack- Anime- Turn-Based- Singleplayer- Fantasy- 2D]
US$9.99 ,0,0,  Aug 24  2015,  [Very Positive],337350,  [Action- Indie- Casual- Great Soundtrack- Difficult]
US$3.99 ,0,0,  Nov 10  2015,  [Mixed],386290,  [Casual- Action- Indie- Simulation- Puzzle- VR- Robots- Great Soundtrack- Physics- Family Friendly- 3D Platformer- Puzzle-Platformer- Shooter- Sci-fi- Platformer- FPS]
US$14.99 ,0,0,  Aug 18  2016,  [Positive],454410,  [Early Access- Action- Adventure- Female Protagonist- Anime- Platformer- Puzzle-Platformer]
US$4.99 ,0,0,  Aug 24  2004,  [Mostly Positive],260710,  [Adventure- Point & Click- Horror- Puzzle]
US$1.99 ,0,0,  Aug 24  2015,  [Positive],366100,  [Strategy- Indie- Casual- RPG]
US$39.99 ,0,0,  Nov 9  2010,  [Very Positive- Very Positive],42710,  [Action- FPS- Zombies- Multiplayer- Shooter- Cold War- Singleplayer- First-Person- War- Military- Online Co-Op- Co-op- Adventure- Gore- Story Rich- Controller- Linear- Horror- Massively Multiplayer- Point & Click]
US$1.99 ,0,0,  Nov 11  2015,  [Mixed],410050,  [Indie- Adventure- RPGMaker- Horror]
US$14.99 ,0,0,  Sep 2  2016,  [Mixed],520210,  [Early Access- Utilities- Video Production- Photo Editing- Animation & Modeling- Audio Production- Education- Web Publishing- Software Training- Design & Illustration- VR]
Free to Play,0,0,  Apr 28  2016,  [Very Positive],271920,  [Free to Play- Simulation]
US$4.99 ,0,US$16.16 ,  Oct 2  2014,  [Mostly Positive],321510,  [Sports- Simulation- Action- Indie]
US$14.99 ,0,0,  Jul 19  2016,  [Mostly Positive],326520,  [Casual- Puzzle- Music]
US$14.99 ,0,0,  May 6  2016,  [Mostly Positive],408900,  [Early Access- Action- Indie- Horror- Multiplayer- Sci-fi- Retro- Space- Mystery]
US$5.99 ,0,0,  Jan 15  2016,  [Mostly Positive],387370,  [Strategy- Simulation- Indie- Space- Mars- Base-Building]
US$4.99 ,0,0,  Aug 5  2016,  [Negative],485700,  [Indie- Action- Platformer]
,US$6.99 ,US$5.94 ,  Aug 24  2016,  [Mostly Positive],513420,  [Adventure- RPG- Indie- VR]
US$9.99 ,0,0,  Apr 28  2011,  [Mixed],99120,  [Action- On-Rails Shooter]
US$29.99 ,0,US$117.39 ,  Jun 21  2016,  [Mixed- Mostly Negative],390340,  [Action- Zombies- Multiplayer- Shooter- Third-Person Shooter- Co-op- Horror- FPS- Singleplayer- Survival- Competitive- PvP- Atmospheric]
US$3.99 ,0,0,  Mar 18  2016,  [Mixed],454670,  [Action- Indie- Casual]
US$0.99 ,0,0,  Jun 12  2016,  [Positive],512770,  [Action- Indie- Multiplayer- 2D- Shooter- Singleplayer- Shoot 'Em Up]
US$14.99 ,0,0,  Sep 26  2012,  [Very Positive- Overwhelmingly Positive],204360,  [Action- Co-op- Adventure- Beat 'em up- Local Co-Op- Indie- Multiplayer- Funny- Online Co-Op- Comedy- RPG- Hack and Slash- 2D- Casual- Local Multiplayer- Controller- Fantasy- Great Soundtrack- Side Scroller- Action RPG]
US$14.99 ,0,0,  May 20  2014,  [Very Positive],290320,  [Indie- Adventure- Action- Puzzle- Time Manipulation- Singleplayer- Third Person]
US$19.99 ,0,0,  Oct 25  2005,  [Very Positive- Very Positive],2630,  [Action- FPS- World War II- Multiplayer- Shooter- Singleplayer- Classic- War- Historical- First-Person- Atmospheric]
US$9.99 ,0,0,  May 30  2014,  [Very Positive],295750,  [Indie- Platformer- Physics- Puzzle- Great Soundtrack- 2D]
US$9.99 ,0,0,  Jul 30  2014,  [Positive],314680,  [Action- RPG- Indie- Great Soundtrack]
US$6.99 ,0,0,  Oct 8  2015,  [Very Positive],407290,  [Indie- Platformer- Pixel Graphics- Retro- 2D- Dinosaurs- Action-Adventure- Singleplayer- Action- Adventure- Fantasy- Difficult]
US$4.99 ,0,0,  Apr 15  2009,  [Mixed],33110,  [Action- RPG- Indie- Shooter]
US$8.99 ,0,0,  Sep 3  2015,  [Positive],333290,  [Action- Indie- Platformer- Arcade- Pixel Graphics]
US$4.99 ,0,US$28.39 ,  Apr 29  2016,  [Negative],463050,  [Adventure- Indie- Casual- Point & Click]
Free to Play,0,0,  May 22  2015,  [Very Positive],370070,  [Strategy- Adventure- Indie- RTS- 2D- Building- Base-Building- Pixel Graphics- Classic- Free to Play]
US$6.99 ,0,0,  Nov 19  2014,  [Mixed],269530,  [Early Access- Shooter- Massively Multiplayer- Action- Indie- Real-Time- Multiplayer]
US$5.99 ,0,0,  Jul 22  2016,  [Mostly Positive],436000,  [Indie- Action- Adventure- Casual- Puzzle- FPS]
Free,0,0,  Aug 24  2016,  [Mostly Positive],476460,  [Indie- Casual- Puzzle]
US$0.99 ,0,US$3.44 ,  Apr 18  2014,  [Mixed- Mixed],293180,  [Horror- Indie- Adventure- Action- First-Person- Singleplayer- FPS- Great Soundtrack- Werewolves]
,US$6.99 ,US$1.39 ,  Mar 25  2015,  [Mostly Negative],346670,  [Action- Indie- Strategy]
Free,0,0,  Jun 13  2016,  [],491290,  [Action- Adventure- Indie]
US$9.99 ,0,0,  Dec 10  2010,  [Mostly Negative],10260,  [Simulation]
US$5.99 ,0,0,  Jul 19  2016,  [Negative],501420,  [Early Access- Indie- Casual- Simulation]
US$9.99 ,0,0,  Feb 11  2016,  [Mixed],432780,  [Casual- Adventure- Hidden Object]
US$5.99 ,0,0,  Jul 3  2004,  [Mostly Positive],337970,  [Strategy- Indie- Casual- Simulation- Realistic- Management- Economy- Family Friendly- Building- Open World- Sandbox]
US$14.99 ,0,0,  Jun 26  2016,  [Mostly Positive],360880,  [Indie- Simulation- Horror- Survival- First-Person- Female Protagonist]
Free,0,0,  Dec 10  2014,  [Very Positive],317790,  [Free to Play- Indie- Action- Mod- Puzzle- First-Person]
US$7.99 ,0,0,  Oct 21  2015,  [Positive],401990,  [Tutorial- Animation & Modeling]
US$2.99 ,0,0,  Feb 28  1997,  [Very Positive],9040,  [Action- FPS- Shooter- Classic- First-Person- Horror]
US$29.99 ,0,US$270.25 ,  Apr 30  2012,  [Very Positive- Very Positive],63380,  [Sniper- Action- Stealth- World War II- Co-op- Shooter- Third-Person Shooter- Multiplayer- Third Person- Singleplayer- Bullet Time- FPS- War- Online Co-Op- Tactical- Strategy- Historical- Simulation- Adventure- Gore]
US$0.99 ,0,US$1.72 ,  Jan 15  2016,  [Mixed],428950,  [Indie- Casual- Action- Adventure- Pixel Graphics]
US$7.99 ,0,0,  Dec 17  2012,  [Very Positive],219950,  [Adventure- Classic- Surreal- Great Soundtrack- Score Attack- Action- Retro- Singleplayer- 2.5D- Platformer- Colorful- Flight]
US$39.99 ,0,0,  Apr 21  2016,  [Mixed- Mostly Positive],363680,  [Strategy- Warhammer 40K- Space- RTS- Sci-fi- Multiplayer- Games Workshop- Singleplayer- Tactical- Fantasy]
US$4.99 ,0,US$59.93 ,  Mar 28  2003,  [Very Positive],313480,  [Strategy- World War II- RTS- Historical- Classic- Real Time Tactics- Singleplayer- Tanks- Military- Atmospheric- Tactical- War- Realistic- Difficult- Great Soundtrack- Dynamic Narration]
US$4.99 ,US$114.77 ,US$55.27 ,  Oct 15  2008,  [Very Positive],3540,  [Casual- Puzzle- Singleplayer- 2D]
US$1.99 ,0,0,  Jul 30  2015,  [Mostly Positive],391160,  [Casual- Action- Indie- Platformer- Puzzle-Platformer- Minimalist- 2D]
US$4.99 ,0,US$117.39 ,  Oct 2  2013,  [Positive],236570,  [Action]
US$9.99 ,0,0,  Oct 17  2014,  [Mostly Positive],223410,  [Massively Multiplayer- Mechs- RPG- Sandbox- Robots- Sci-fi- Indie- Open World- MMORPG- Multiplayer- PvP- Action]
US$1.99 ,0,US$4.77 ,  Jul 16  2015,  [Mixed],387880,  [Action- Adventure- Indie- Pixel Graphics- Retro- Anime- Platformer]
US$14.99 ,0,0,  Oct 24  2014,  [Mixed],285090,  [Strategy- Indie- Action- Tower Defense]
US$3.99 ,0,0,  Jun 26  2015,  [Negative],373810,  [Casual- Simulation- Sports- Pinball]
US$4.99 ,0,US$15.25 ,  Apr 29  2016,  [Mostly Positive- Mostly Positive],456810,  [Action- Indie- Casual- Zombies]
US$9.99 ,0,0,  Oct 8  2012,  [Overwhelmingly Positive- Overwhelmingly Positive],205100,  [Stealth- Steampunk- First-Person- Action- Assassin- Singleplayer- Atmospheric- Adventure- Story Rich- Multiple Endings- Dark- Dystopian- Magic- FPS- RPG- Replay Value- Fantasy- Open World- Shooter- Sci-fi]
US$5.49 ,0,US$49.37 ,  Jul 14  2015,  [Very Positive],334773,  [Simulation- Racing- Sports]
US$9.99 ,US$355.69 ,US$299.74 ,  Feb 14  2011,  [Mostly Negative],350490,  [Casual- Indie- Anime- Visual Novel- Otome- Female Protagonist- Dating Sim]
US$19.99 ,0,0,  Feb 11  2010,  [Mixed],45720,  [Action- Adventure- Third-Person Shooter- Mechs]
US$2.99 ,0,US$84.46 ,  Jul 5  2016,  [Positive],476871,  [Strategy- RPG]
Free,0,0,  Oct 26  2015,  [Very Positive- Very Positive],497811,  [Free to Play- Gaming- FPS- Action- Documentary- Multiplayer- Shooter- Episodic- Online Co-Op- Casual- First-Person- Singleplayer- Adventure- Massively Multiplayer- Action-Adventure- Pixel Graphics- Games Workshop- Physics- Drama- Anime]
US$7.99 ,0,0,  Apr 15  2016,  [Mixed],429430,  [Early Access- Indie- Action- Adventure]
Free,0,0,  Oct 26  2015,  [Very Positive- Very Positive],497810,  [Free to Play- Gaming- FPS- Action- Documentary- Multiplayer- Shooter- Episodic- Online Co-Op- Casual- First-Person- Singleplayer- Adventure- Massively Multiplayer- Action-Adventure- Pixel Graphics- Games Workshop- Physics- Drama- Anime]
US$19.99 ,0,0,  Dec 2  2011,  [Mostly Positive],202200,  [Strategy- 4X- Space- Turn-Based- Sci-fi- Singleplayer- Turn-Based Strategy- Diplomacy]
US$4.99 ,0,0,  Feb 1  1992,  [Positive],358350,  [Action- Platformer- Classic]
US$9.99 ,0,0,  May 22  2012,  [Mixed- Mostly Positive],202750,  [Action- Adventure- Horror- Third Person- Singleplayer- Third-Person Shooter- Thriller- Psychological Horror- Arcade- Mystery- Cinematic- Survival Horror- Detective- Atmospheric- Shooter- Story Rich- Survival- Controller- Supernatural- Short]
US$6.99 ,0,0,  Jan 1  1994,  [Mixed],347230,  [Simulation- Strategy- World War II]
Free,0,0,  Mar 8  2016,  [Mostly Positive- Very Positive],438140,  [Strategy- Card Game- Free to Play]
US$9.99 ,0,0,  Mar 17  2014,  [Mixed],265870,  [RPG- Anime- Indie- JRPG- RPGMaker- Adventure- Casual- Strategy- Turn-Based- Singleplayer- 2D]
US$9.99 ,0,0,  Jul 1  2012,  [Very Positive],302130,  [Casual- Adventure- Hidden Object- Point & Click]
US$24.99 ,0,0,  Aug 26  2016,  [Mostly Positive],496460,  [Early Access- City Builder- Strategy- Simulation- Indie- Resource Management- Medieval]
US$9.99 ,0,0,  Aug 12  2009,  [Positive],37260,  [Adventure- Point & Click- Noir- Female Protagonist]
US$18.99 ,US$355.69 ,US$299.74 ,  Mar 27  2011,  [Mixed],291050,  [Visual Novel- RPG- Indie- Strategy- Romance- Female Protagonist- Turn-Based- Sci-fi- Singleplayer- Anime]
,US$5.99 ,US$4.19 ,  Sep 30  2016,  [Positive],416040,  [Early Access- Action- Indie- Strategy]
US$4.99 ,0,US$8.38 ,  Jun 8  2016,  [Mostly Positive],487620,  [Strategy- Indie- Casual- Simulation- VR]
US$19.99 ,0,0,  May 10  2016,  [Negative],371360,  [Indie- Strategy- RPG- Tower Defense- VR]
US$9.99 ,0,0,  May 22  2014,  [Mixed],275610,  [Action- Warhammer 40K- Local Co-Op- Twin Stick Shooter- Co-op- Sci-fi- Games Workshop- Shooter- Third Person- Adventure- Strategy]
US$9.99 ,0,0,  Mar 17  2015,  [Mixed],353600,  [Adventure- Indie- RPG]
US$14.99 ,0,0,  Sep 14  2012,  [Mostly Negative],208460,  [Strategy- Action- Indie]
US$9.99 ,0,0,  Sep 30  2003,  [Very Positive],299070,  [Strategy- RTS]
US$4.99 ,0,0,  Mar 21  2008,  [Positive],13000,  [Indie- Casual- Ninja]
US$0.99 ,0,0,  May 20  2016,  [Mostly Positive],470450,  [Action- Strategy- Indie- Adventure- Platformer]
US$6.99 ,0,US$224.61 ,  Mar 21  2000,  [Overwhelmingly Positive],211740,  [Stealth- Classic- Steampunk- Atmospheric- First-Person- Action- Story Rich- Singleplayer- Fantasy- Dark Fantasy- Cult Classic- Adventure- Dark- Medieval- FPS- Horror]
US$5.99 ,0,0,  Jun 2  2015,  [Mixed],361130,  [RPG- Indie- Strategy- Card Game]
US$9.99 ,0,0,  May 27  2016,  [Mixed],471270,  [Action- Indie- Casual- VR]
US$9.99 ,0,0,  Jun 6  2014,  [Mixed],263120,  [Adventure- Indie- Simulation- Education]
US$14.99 ,0,0,  Apr 16  2015,  [Mostly Positive],357940,  [Strategy- RPG- Indie- Turn-Based Tactics- Turn-Based- Tactical RPG]
US$19.99 ,0,0,  Feb 1  2016,  [Very Positive- Mixed],372360,  [JRPG- RPG- Story Rich- Anime- Great Soundtrack- Action RPG- Fantasy- Adventure- Classic- Singleplayer- Action- Open World- Local Co-Op- Replay Value- Multiple Endings- Co-op]
US$14.99 ,0,0,  Jul 28  2015,  [Mostly Positive],369110,  [Indie- Action- RPG- Stealth- Steampunk- Platformer- Rogue-like- Heist- 2D- Procedural Generation- Crime- Rogue-lite- Great Soundtrack]
US$4.99 ,0,0,  Nov 1  2009,  [Mostly Positive],3130,  [Strategy- World War II- RTS]
US$4.99 ,0,0,  May 14  2015,  [Positive],356090,  [Puzzle- Steampunk- Adventure- Indie- Singleplayer- Episodic- 2.5D- 2D]
US$4.99 ,0,0,  Sep 25  2012,  [Mixed],291270,  [Indie- Action- Casual- Puzzle- First-Person- Singleplayer]
US$7.99 ,0,US$218.52 ,  Sep 2  2015,  [Positive],387980,  [Strategy- Action- Indie]
US$7.99 ,0,0,  May 21  2008,  [Very Positive],18000,  [RPG- Adventure- Comedy- Funny- Singleplayer- Turn-Based]
US$17.99 ,0,0,  Jan 28  2016,  [Overwhelmingly Positive- Overwhelmingly Positive],400910,  [Anime- Bullet Hell- Female Protagonist- Metroidvania- Cute- Action- Adventure- Great Soundtrack- Pixel Graphics- Indie- Platformer- Difficult- Side Scroller- Nudity- Singleplayer- Casual- Mature- 2D- Shoot 'Em Up]
US$12.99 ,0,0,  Sep 21  2015,  [Very Positive],280600,  [RPG- Vampire- Action- Indie- Dungeon Crawler- Action RPG- Horror]
US$9.99 ,0,0,  Feb 15  2016,  [Mixed],394260,  [Casual- Action- Indie]
US$19.99 ,0,0,  Oct 21  2008,  [Mostly Negative],20200,  [Indie- Casual- Sports- Bowling]
US$1.99 ,0,0,  Jun 12  2016,  [Positive],521130,  [Strategy- Indie- Casual- Puzzle- Board Game]
US$1.99 ,0,US$44.98 ,  Sep 18  2015,  [Mixed],397980,  [Indie- Action- Gore- Fast-Paced- Great Soundtrack]
