appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,price
363270,O3DX,Egamea Game Studios,Egamea Game Studios,,37,25,0,11625,3352,7582,2707,763,1494,224,503,207,503,799
316320,DisneyPixar Cars Toon: Mater's Tall Tales,Papaya Studio,Disney Interactive,9,10,10,35,10867,3241,2690,1990,0,0,167,0,123,0,1999
711750,Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,Milestone S.r.l.,23,181,93,60,9856,3087,6571,2520,5380,2814,1335,317,1060,129,4999
324470,SinaRun,Princesseuh,Princesseuh,45,136,36,77,9098,2966,6065,2421,774,1516,239,2,172,2,299
680170,VR Triber,VR Triber,VR Triber,4,4,6,40,9603,3047,2022,1398,0,0,44,0,14,0,0
514920,Crash Wheels,Quiet River,Quiet River,29,89,37,72,10614,3203,7582,2707,750,1038,339,33,303,33,499
417730,Shakedown Racing,Induced Reaction,Sentinential Games,,13,26,0,10614,3203,5813,2370,0,0,198,0,192,0,699
236530,Hot Wheels World's Best Driver,Firebrand Games,Warner Bros. Interactive Entertainment,1,14,39,26,6065,2421,2022,1398,0,0,301,0,406,0,1999
346440,Musclecar Online,Psychic Software,Psychic Software,33,25,9,80,13142,3564,2527,1563,0,0,40,0,34,0,599
403880,MotoGP15 Compact,Milestone S.r.l.,Milestone S.r.l.,14,49,35,57,8340,2839,4802,2154,774,1516,105,6,96,6,999
385460,ATV GP,Play sp. z o. o.,Play sp. z o. o.,1,5,14,30,8087,2796,2022,1398,0,0,26,0,38,0,199
517350,Squareface,VAN CUBO,VAN CUBO,54,52,10,81,10362,3165,4996,2712,0,0,352,0,326,0,899
496320,Running Gods,Midnight Games EIRL,Midnight Games EIRL,,10,3,0,6318,2471,2022,1398,763,1494,199,93,222,93,499
332260,DisneyPixar Cars Mater-National Championship,Rainbow Studios,"THQ, Disney Interactive",59,36,6,80,8340,2839,3459,2256,763,1494,247,882,319,882,1999
356460,Drive!Drive!Drive!,different cloth,Choice Provisions,,23,4,0,5560,2318,1264,1105,738,1445,222,6,222,6,1999
491520,Zero-G VR,Linkus Studio,Linkus Studio,30,101,40,41,5307,2265,2022,1398,0,0,8,0,10,0,499
273750,Formula Truck 2013,Reiza Studios,Reiza Studios,39,108,33,67,14911,3797,9856,3087,774,1516,331,39,86,39,999
681280,Descenders,RageSquid,No More Robots,82,340,27,91,11625,3352,10109,3126,3538,1849,368,139,205,140,2499
730580,MegaRace 1,"Cryo Interactive, Jordan Freeman Group",Microids,,3,0,0,5307,2265,1526,2113,0,0,325,0,649,0,299
343140,DisneyPixar Cars: Radiator Springs Adventures,AWE Games,Disney Interactive,9,7,7,45,6824,2568,1537,1504,0,0,73,0,86,0,1999
423610,Where's My Mommy?,Exquisite Games,Exquisite Games,43,113,31,76,8845,2924,5560,2318,0,0,157,0,171,0,599
345990,ABRACA - Imagic Games,Ankama Studio,Ankama Games,33,25,9,75,9351,3007,1516,1210,0,0,182,0,361,0,1499
488550,Dream Car Builder,RoKo0 (Roman Konyukhov),RoKo0 (Roman Konyukhov),89,276,17,92,8087,2796,5054,2210,763,1494,981,567,403,567,1499
464610,Led It Rain,Ataverti,Ataverti,,10,7,0,6824,2568,763,1494,0,0,182,0,182,0,499
506590,Sky Valley,Evgenii Gubanov,Evgenii Gubanov,23,53,27,66,9856,3087,5560,2318,0,0,161,0,177,0,199
320310,World Truck Racing,Homa Design,Homa Design,1,25,67,16,11120,3279,1516,1210,763,1494,58,276,87,276,49
648260,Insane Road,40Ggames,Dagestan Technology,5,6,8,41,9603,3047,1526,2113,0,0,753,0,965,0,399
306520,Ford Street Racing,Razorworks,Strategy First,15,54,37,59,12383,3460,6065,2421,0,0,386,0,76,0,499
566060,The Crypts of Anak Shaba - VR,Virtual Rage Studios LLC,Virtual Rage Studios LLC,1,5,12,28,7834,2752,4044,1977,0,0,182,0,193,0,99
315740,Ford Racing Off Road,Razorworks,Strategy First,17,47,29,60,9603,3047,4802,2154,0,0,410,0,18,0,499
111300,Smash Cars,Creat Studios Inc,,26,20,9,69,6065,2421,4044,1977,0,0,231,0,183,0,999
506550,RollerForce,Headtrip Games llc,Headtrip Games llc,39,20,6,75,4296,2038,1516,1210,0,0,33,0,57,0,499
626610,TT Isle of Man,Kylotonn Racing Games,Bigben Interactive,37,186,61,75,7076,2615,4044,1977,4044,1977,528,532,428,432,3999
709800,Hardcore ZBoy,Narko Games,Narko Games,5,14,20,36,7834,2752,3052,2988,763,1494,1245,616,1313,616,99
794810,Neoncers,Firehawk Studios,Firehawk Studios,,1,1,0,6065,2421,769,1063,0,0,73,0,73,0,99
288730,Redneck Racers,"Play, Silden",Libredia,2,17,36,38,8340,2839,2306,1842,0,0,94,0,139,0,199
330770,Radial-G : Racing Revolved,Tammeka Games,Tammeka Games,49,104,24,80,6571,2520,3791,1914,0,0,84,0,52,0,1999
679260,Bus Driver Simulator 2018,KishMish Games,KishMish Games,27,150,67,69,4549,2097,2527,1563,1264,1105,163,70,195,84,999
705070,FEMINAZI: 3000,Paradox Terminal,Back To Basics Gaming,5,16,22,46,7834,2752,1264,1105,756,1046,8506,7303,8526,7303,49
344890,ARM PLANETARY PROSPECTORS Asteroid Resource Mining,"NeFARiOUS Dimensions iNteractive, nDi",Nefarious Dimensions Inc.,13,26,20,37,8845,2924,3815,3341,0,0,10294,0,347,0,999
381590,Shred! Downhill Mountain Biking,ASBO Interactive,ASBO Interactive,12,42,34,53,7582,2707,3538,1849,0,0,199,0,167,0,599
701540,EVIL STAR,ZOV GAME STUDIO,ZOV GAME STUDIO,13,11,8,57,5307,2265,1769,1307,774,1516,67,3,42,3,399
501220,Space Ribbon,Onteca Ltd,"Applaud Productions, Onteca Ltd",12,26,21,45,6065,2421,1769,1307,738,1445,103,1,139,1,999
470480,Angel Express [Tokkyu Tenshi],"Easy Game Station, Starloop Studios S.L.",Rockin' Android,33,22,8,84,6065,2421,4996,2712,763,1494,409,261,362,261,999
670900,NASCAR Heat 2,Monster Games,704 Games Company,15,129,88,59,8340,2839,6571,2520,1516,1210,1272,561,575,941,2999
336010,MXGP - The Official Motocross Videogame Compact,Milestone S.r.l.,Milestone S.r.l.,24,48,23,66,8593,2882,7686,3364,763,1494,621,23,509,23,999
546830,Police: Destruction Street,Play Publishing,Play Publishing,,2,2,0,7834,2752,1526,2113,0,0,867,0,1609,0,199
556230,Off-Road Paradise: Trial 4x4,Ivanovich Games,Ivanovich Games,23,52,26,62,6824,2568,4612,2605,0,0,203,0,158,0,599
658570,FURIDASHI: Drift Cyber Sport,Drift Physics Crew,Drift Physics Crew,47,248,62,80,7329,2662,5054,2210,758,856,480,12,519,12,1499
742460,Marble Skies,Birdwall Games,Birdwall Games,65,58,8,80,4296,2038,3033,1712,1134,1281,56,47,71,57,999
389670,Formula Fusion,R8 Games Ltd,R8 Games Ltd,35,285,96,73,7582,2707,5813,2370,0,0,416,0,287,0,1999
605810,Battle Test: A Nissan Rogue 360 VR Experience,RadicalMedia,Nissan USA,2,6,13,31,6824,2568,2527,1563,0,0,11,0,4,0,0
805850,Get Wrecked,Corvostudio di Amadei Marco,Corvostudio di Amadei Marco,13,35,26,57,6571,2520,3791,1914,3791,1914,21,21,26,26,0
297390,Collateral,Dancing Dinosaur Games,Dancing Dinosaur Games,9,6,6,44,3285,1782,763,1494,0,0,2,0,2,0,2499
336630,Crash And Burn Racing,Lunagames,Libredia,23,28,14,57,8845,2924,2306,1842,0,0,201,0,104,0,299
428190,MadOut Open City,MadOut Games,MadOut Games,5,105,145,41,5054,2210,2780,1639,0,0,40,0,40,0,359
486890,Gear Gauntlet,Drop Dead Interactive,Drop Dead Interactive,,3,1,0,5560,2318,3285,1782,0,0,185,0,192,0,699
588630,Draw Rider 2,17Studio,17Studio,47,20,5,85,5813,2370,2306,1842,0,0,140,0,137,0,199
435480,Trials of the Blood Dragon,"Redlynx, Ubisoft Kiev",Ubisoft,21,73,40,64,6318,2471,4227,2494,763,1494,290,931,359,931,1499
699750,Pixel Traffic: Risky Bridge,For Kids,For Kids,82,37,3,87,4296,2038,1264,1105,0,0,172,0,219,0,199
399900,Mad Snowboarding,Denis Lapiner,Denis Lapiner,,16,9,0,4802,2154,763,1494,0,0,555,0,555,0,899
330520,Tail Drift,Attract Mode Games,Right Pedal Studios,,8,7,0,7076,2615,3052,2988,0,0,88,0,5,0,999
381750,RC Simulation 2.0,devotid,devotid Media,21,118,64,62,6318,2471,6917,3191,763,1494,1267,26,173,26,749
343120,Motorbike,baKno Games,baKno Games,24,39,19,64,5560,2318,3033,1712,0,0,146,0,58,0,999
589760,Revhead,Creative Pudding Hungary Llc.,Creative Pudding Hungary Llc.,32,111,42,69,7076,2615,7302,3278,1526,2113,766,15,363,20,399
323670,Super Indie Karts,One Legged Seagull,One Legged Seagull,62,147,22,86,5054,2210,4877,2647,738,1445,181,608,176,608,999
462480,Sweet Escape VR,Monster VR,Monster VR,62,39,6,88,2780,1639,1516,1210,738,1445,239,25,317,25,499
565880,Frozen Drift Race,Dev4play,Dev4play,37,3,1,75,5813,2370,3791,1914,763,1494,590,144,201,144,599
559870,PAKO - Car Chase Simulator,Tree Men Games,Tree Men Games,37,66,21,76,7582,2707,5307,2265,769,1063,184,6,25,6,499
722050,Dean Daimon,Josh Tam Universe,OtakuMaker SARL,,4,1,0,5054,2210,1526,2113,0,0,382,0,599,0,99
507030,Bicyclism EP,Acid Cat,Acid Cat,,10,5,0,5054,2210,2780,1639,763,1494,205,1,198,1,799
600720,Trackmania Lagoon,Nadeo,Ubisoft,14,87,62,58,7834,2752,4549,2097,1537,1504,231,324,253,343,1999
321490,MotoGP14 Compact,Milestone S.r.l.,Milestone S.r.l.,2,17,35,30,4549,2097,2527,1563,0,0,73,0,62,0,999
300400,Unpossible,"Acceleroto, Inc.","Acceleroto, Inc.",57,78,14,84,5560,2318,4044,1977,774,1516,73,16,85,16,299
355400,Diesel Guns,LLC Intenzibne,LLC Intenzibne,59,84,14,84,3538,1849,1769,1307,763,1494,177,13,259,13,499
491620,Beeftacular,Retrific,Retrific,39,54,17,75,9603,3047,6571,2520,763,1494,230,13,187,13,299
735810,Cyber Surf,"Nathan Ralph, Jon (Assan) Bryant, Jonathan Ribarro, Xander Kyle Puckett, Matthew Myers",I.E.D. Studios,,5,2,0,6065,2421,2527,1563,1549,2144,45,5,9,6,0
611800,Jidousha Shakai,CloudWeight Studios,CloudWeight Studios,21,164,91,63,5307,2265,4044,1977,0,0,260,0,145,0,1499
553290,Drift King: Survival,Destiny.Games,Destiny.Games,7,23,25,45,3033,1712,769,1063,0,0,195,0,195,0,499
409410,Clumsy Moose Season,Enrick Lambert,Enrick Lambert,20,29,17,51,7076,2615,2306,1842,0,0,124,0,178,0,399
475990,MTB Downhill Simulator,Dev4play,Dev4play,5,68,94,19,5307,2265,4296,2038,0,0,125,0,80,0,399
787990,Resume: The Video Game,Chris Holtshouser,Chris Holtshouser,32,18,7,72,4802,2154,4578,3660,763,1494,50,6,6,6,0
448580,Dead End Road,DDD Wares,DDD Wares,74,118,12,90,7076,2615,5054,2210,0,0,91,0,57,0,299
317080,MotorSport Revolution,Ghost Machine,Ghost Machine,0,14,62,5,6065,2421,1921,1682,0,0,185,0,276,0,1499
575400,Try Hard Parking,gearspecs,gearspecs,49,63,14,78,4549,2097,3033,1712,0,0,130,0,138,0,199
586060,JET HERO,ZOV GAME STUDIO,ZOV GAME STUDIO,23,30,15,67,5054,2210,3033,1712,0,0,757,0,545,0,99
752710,Infinity Trip,XiNFiNiTY Games,OtakuMaker SARL,,2,3,0,4802,2154,2289,2588,763,1494,148,2,222,2,99
436400,Heroes of the Seven Seas VR,Mirage Interactive,Mirage Interactive,47,32,8,85,7329,2662,1537,1504,0,0,316,0,450,0,699
346460,Vector 36,Red River Studio LLC,NA,49,137,31,80,6065,2421,3033,1712,0,0,181,0,54,0,2499
513930,J.U.R : Japan Underground Racing,JDM4iK,JDM4iK,1,12,43,26,6824,2568,1921,1682,0,0,57,0,58,0,499
713580,Nash Racing 2: Muscle cars,"Tero Lunkka, Valkeala Software",Tero Lunkka,13,20,15,53,3538,1849,1011,988,0,0,83,0,91,0,99
457810,Sky to Fly: Soulless Leviathan,AIVIK LLC,Absolutist Ltd.,51,71,15,53,4802,2154,3074,2127,0,0,168,0,174,0,399
369620,F-1 drive,Dima Kiva,Dima Kiva,,14,4,0,3033,1712,1549,2144,0,0,5,0,8,0,99
525350,Thick Air,People Gotta Play,People Gotta Play,10,12,11,45,3538,1849,1921,1682,0,0,74,0,109,0,299
416530,Tacopocalypse,Cherry Pie Games,Cherry Pie Games,82,49,4,100,5054,2210,3843,2378,0,0,125,0,165,0,499
508740,Wheels of Aurelia,Santa Ragione,Santa Ragione,21,48,26,56,5560,2318,3843,2378,0,0,106,0,128,0,999
581310,Riskers,ShotX Studio,Meridian4,20,28,16,61,4549,2097,1537,1504,763,1494,146,7,209,7,999
520940,MX vs ATV All Out,Rainbow Studios,THQ Nordic,18,117,71,63,5307,2265,3791,1914,3791,1914,493,493,417,417,3999
772740,Bouncers,Firehawk Studios,Firehawk Studios,89,16,1,90,5813,2370,1537,1504,2289,2588,50,95,74,142,49
541380,PhysDrive,Royal Deal Games,Royal Deal Games,5,18,23,40,3538,1849,2780,1639,738,1445,192,28,224,28,49
567320,VThree,2xMilk,2xMilk,14,46,33,47,5813,2370,1921,1682,763,1494,132,197,188,197,799
550600,Sphere Complex,OC Game Studio,OC Game Studio,,1,0,0,4802,2154,1526,2113,0,0,89,0,125,0,499
300260,Planetoid Pioneers,Data Realms,"Data Realms, LLC	",30,150,59,68,7076,2615,5307,2265,0,0,325,0,163,0,1999
656370,Warp Rider,Electric Root,VT Publishing,6,5,6,50,4549,2097,1153,1302,0,0,285,0,288,0,99
622020,ATV Drift & Tricks,Artefacts Studio,Microïds,22,15,8,75,3791,1914,763,1494,763,1494,1144,811,1144,811,1499
698330,Z Runaway,For Kids,For Kids,71,49,6,86,3538,1849,1264,1105,0,0,79,0,109,0,199
469550,Bambino Rally 3,Play Publishing,Play Publishing,9,8,8,58,4296,2038,1526,2113,0,0,98,0,139,0,199
342870,Corona MotorSport,LucasGame,LucasGame,4,24,36,38,6065,2421,1264,1105,0,0,14,0,17,0,999
444870,Combat Racers,The Major Game Company,The Major Game Company,,9,1,0,3033,1712,1264,1105,0,0,667,0,680,0,699
649870,NitroRage,XXXgames,XXXgames,23,28,14,42,3033,1712,1153,1302,0,0,47,0,91,0,49
713570,Go Kart Survival,Tero Lunkka,Tero Lunkka,,4,2,0,4549,2097,1126,1271,0,0,49,0,92,0,99
508450,NASCAR Heat Evolution,Monster Games,Dusenberry Martin Racing,9,116,115,50,4296,2038,4227,2494,763,1494,1469,123,512,123,2999
338890,Harold,Moon Spider Studio,Moon Spider Studio,35,37,13,70,1769,1307,1011,988,0,0,182,0,217,0,999
517700,Custom Town,Christian Merz,Christian Merz,10,13,12,63,3285,1782,2306,1842,0,0,70,0,70,0,99
606490,Duck Life: Space,"Wix Games, MAD.com",MoFunZone Inc,30,23,9,70,3033,1712,2306,1842,0,0,163,0,223,0,399
364840,N2O: Nitrous Oxide,Urbanscan,Console Classics,68,23,3,86,4044,1977,3843,2378,0,0,178,0,203,0,499
514460,Cyberline Racing,MagicIndie,"Plug In Digital, MagicIndie",24,35,17,64,3285,1782,2690,1990,763,1494,196,20,221,20,99
703070,ZOMBIE CAR MASSACRE ,DRUNKEN APES,DRUNKEN APES,47,20,5,82,3791,1914,1526,2113,0,0,98,0,121,0,59
566900,Wacky Wings VR,Pocket Money Games,Pocket Money Games ,100,17,0,100,5307,2265,1921,1682,0,0,601,0,656,0,499
378350,Chromadrome 2,Alpha72 Games,Alpha72 Games,78,11,1,90,5560,2318,1153,1302,0,0,284,0,295,0,299
593240,VR SUPER SPORTS,SAT-BOX,SAT-BOX,32,31,12,70,3033,1712,2022,1398,0,0,51,0,48,0,1299
797080,Tyde Pod Challenge,Revived Games,ACID,32,18,7,92,3538,1849,2289,2588,0,0,223,0,329,0,99
720480,Flappy Galaxy,Bacq Stellan,OtakuMaker SARL,,3,1,0,3538,1849,1526,2113,0,0,423,0,683,0,99
400500,MadOut Ice Storm,Nuligine,Nuligine,5,18,24,41,2780,1639,2275,1483,0,0,63,0,52,0,699
485790,JOLT: Super Robot Racer,Cooply Solutions,Cooply Solutions,,6,2,0,4296,2038,3843,2378,763,1494,200,120,218,120,599
455990,Smash Pixel Racing,Jollyfish Games,Jollyfish Games,,3,2,0,5813,2370,1526,2113,0,0,169,0,337,0,299
335090,Goscurry,"Daniele Giardini, Isak J Martinsson",Demigiant,100,35,0,100,2275,1483,1516,1210,0,0,39,0,54,0,799
651550,ConcPerfect 2017,"David Bohan, Jacob Alfaro, Nyles Avey, Wesley King",Swimdog Co.,49,9,2,81,3538,1849,1526,2113,0,0,200,0,250,0,99
376120,Assault Corps 2,AOS GAME,AOS GAME,3,17,29,39,1769,1307,774,1516,0,0,11,0,11,0,299
649810,Ostwind/Windstorm,Aesir Interactive,Eurovideo Medien,30,35,14,69,2275,1483,1921,1682,0,0,267,0,358,0,1999
590590,Remnants of Naezith,Tolga Ay,Tolga Ay,95,183,6,97,3285,1782,2690,1990,769,1063,197,259,273,259,999
308080,Altitude0: Lower & Faster,Gugila,Gugila,33,82,29,70,2275,1483,1516,1210,0,0,102,0,117,0,1899
521590,Subterra,Warfare Studios,,14,14,10,60,7582,2707,4044,1977,0,0,304,0,339,0,499
520380,Camper Jumper Simulator,No-Brain Studio,No-Brain Studio,11,20,17,55,4549,2097,1537,1504,0,0,119,0,175,0,74
500110,Glider Island,Joey Sipos,5D Realities,41,14,4,77,3377,2203,2251,1798,763,1494,25,23,26,23,799
765630,The Dead Cloud Forest,Carlos,Carlos,,1,2,0,4296,2038,1153,1302,0,0,33,0,66,0,99
504810,MXGP2 - The Official Motocross Videogame Compact,Milestone S.r.l.,Milestone S.r.l.,16,24,16,61,3285,1782,2690,1990,0,0,189,0,90,0,999
645470,LOG the game,RobotKSR,RobotKSR,,5,1,0,5054,2210,1526,2113,0,0,394,0,674,0,599
623880,World of Speed,"Saber Interactive, Redemption Ark",Mad Dog Games LLC,29,377,160,70,3538,1849,2780,1639,0,0,122,0,166,0,999
791080,Lost In Space,DayByDay Studio,DayByDay Studio,57,37,7,82,2780,1639,758,856,750,1038,132,174,132,174,99
488480,SpaceRoads,Wurd Industries,Wurd Industries,,4,1,0,5307,2265,769,1063,763,1494,159,309,159,309,499
451660,Trucker,Play Publishing,Play Publishing,4,15,23,41,2527,1563,1921,1682,0,0,405,0,576,0,199
559960,Power Hover,Oddrok,Oddrok,92,62,3,93,4549,2097,4227,2494,0,0,112,0,137,0,59
338040,Bears Can't Drift!?,Arran Langmead,Strangely Named Studio,32,42,16,64,1516,1210,763,1494,0,0,1,0,1,0,999
451990,Cranks and Goggles,Play Native Entertainment,Play Native Entertainment,26,66,30,70,2780,1639,2022,1398,0,0,116,0,168,0,699
504500,Hover Havoc,Canalside Studios,University of Huddersfield Enterprises Ltd,,5,2,0,4044,1977,3074,2127,0,0,328,0,455,0,399
415600,Kart Racing Pro,PiBoSo,PiBoSo,33,44,16,71,2780,1639,3074,2127,774,1516,191,120,159,120,3999
708260,Text Wormhole,Elknight,Elknight,68,40,5,80,3791,1914,1264,1105,0,0,60,0,87,0,699
348030,Trackday Manager,Arctic Hazard Game Studio a/s,Arctic Hazard Game Studio a/s,15,183,126,58,5054,2210,4802,2154,774,1516,991,3,556,3,1199
565390,Hyperun,Concrete Games,Concrete Games,86,57,4,86,2527,1563,2022,1398,0,0,231,0,288,0,999
708610,Miner Ultra Shooter,Manic Mind Game Lab,Old School Blender Addicted,14,34,24,54,2022,1398,1264,1105,0,0,95,0,129,0,199
747240,XL1-ClippingPoint,XLGAMES.Inc,XLGAMES.Inc,9,14,14,50,2527,1563,1153,1302,0,0,13,0,26,0,0
461210,Riding Out,UnexEvo,UnexEvo,21,67,37,56,1769,1307,1264,1105,774,1516,47,15,65,15,1999
535280,Retro Parking,BYCODEC TEKNOLOJI LTD,BYCODEC TEKNOLOJI LTD,68,31,4,87,2780,1639,2275,1483,0,0,151,0,112,0,299
696460,Pixel Traffic: Circle Rush,For Kids,For Kids,86,60,4,90,3538,1849,1516,1210,0,0,59,0,81,0,199
558260,Gravel,Milestone S.r.l.,Milestone S.r.l.,49,121,28,77,3791,1914,3843,2378,1921,1682,544,30,459,43,3499
370600,Hello Kitty and Sanrio Friends Racing,Scarab Entertainment,Scarab Entertainment,,24,28,0,3285,1782,1264,1105,0,0,98,0,106,0,1999
583150,KART CHASER : THE BOOST VR,YJM VR,YJM GAMES,29,22,9,75,4044,1977,1153,1302,763,1494,194,1,380,1,999
639220,Throttle Powah VR,"Diego F Beltran, Mauricio Tunes, Luiz Zaiats",Diego F Beltran,71,26,3,88,4802,2154,1537,1504,0,0,100,0,125,0,999
333340,Star Rangers XE,"Project Whitecard Studios Inc., NASA (Some Models)",Awestruck Games,9,69,69,37,2527,1563,2022,1398,0,0,75,0,91,0,1199
523870,Breaking Fast,Tale Studios,Tale Studios,92,22,1,100,3285,1782,3074,2127,0,0,212,0,232,0,999
673840,VR Formula,SAT-BOX,SAT-BOX,57,11,2,83,1501,1468,763,1494,0,0,14,0,14,0,1299
446100,Mantis Burn Racing,VooFoo Studios,VooFoo Studios,41,74,22,70,4044,1977,4612,2605,0,0,392,0,74,0,1499
755230,Target speed,Kedexa,Kedexa,,1,3,0,3285,1782,763,1494,0,0,182,0,182,0,99
523570,Across Flash,Uborm,Uborm,,4,1,0,4296,2038,763,1494,0,0,120,0,120,0,299
797160,Need For Gowna,Sidodji Gaming and Panov Inc,Sidodji Gaming,5,9,12,46,3791,1914,1153,1302,0,0,196,0,390,0,99
592300,Slowdrive,onebraverobot,onebraverobot,99,49,1,100,2275,1483,2306,1842,0,0,300,0,428,0,599
371600,F1 Chequered Flag,Xing Interactive,Xing Interactive,,4,4,0,3001,2077,0,0,0,0,0,0,0,0,499
444000,Super Night Riders,neko.works,neko.works,59,64,11,86,1516,1210,1526,2113,0,0,71,0,130,0,799
721970,Food Hunter,DayByDay Studio,DayByDay Studio,45,27,7,81,1769,1307,1526,2113,763,1494,190,233,233,233,199
700770,ZoneDriver,Cybertime System,Cybertime System,51,39,8,85,1769,1307,774,1516,0,0,7,0,7,0,209
375190,VROOM: Aerie,VROOM,VROOM,39,13,4,71,2022,1398,1921,1682,0,0,23,0,42,0,499
468100,Aqua Moto Racing Utopia,Zordix AB,Zordix AB,41,48,14,75,2022,1398,1537,1504,0,0,68,0,80,0,2999
746940,Nippon Marathon,Onion Soup Interactive,PQube Limited,78,44,4,90,2275,1483,1153,1302,1526,2113,24,32,28,54,999
422590,Wacky Wheels HD,Ferocity 2D,Ferocity 2D,3,13,25,36,2022,1398,1921,1682,0,0,31,0,45,0,999
747590,Drive//Shaft,Spotted Zebra Software LLC,Spotted Zebra Software LLC,26,33,15,65,3033,1712,2626,1942,0,0,15,0,6,0,99
733290,Home Alone Girlfriend,DayByDay Studio,DayByDay Studio,2,9,18,36,2527,1563,763,1494,0,0,10,0,10,0,199
563680,DragonWingsVR,Wyrmbyte,Wyrmbyte,,1,8,0,1501,1468,1126,1271,0,0,433,0,433,0,999
596620,Gas Guzzlers: Combat Carnage,Gamepires,Gamepires,62,25,4,84,1889,1653,1134,1281,0,0,145,0,150,0,499
623090,BAJA: Edge of Control HD,"2XL Games, Blitworks",THQ Nordic,54,77,15,83,2022,1398,1537,1504,0,0,280,0,539,0,2999
444670,SUPER IMPOSSIBLE ROAD,WONDERFUL LASERS,WONDERFUL LASERS,57,60,11,85,3538,1849,3843,2378,0,0,70,0,104,0,1299
580820,Robot Soccer Challenge,Render System,Render System,43,25,7,76,2022,1398,1921,1682,0,0,15,0,22,0,799
786630,MY 1980's DASHBOARD,Pippala Games,Pippala Games,82,23,2,100,2022,1398,763,1494,0,0,502,0,502,0,199
321450,Aquadelic GT,"Hammerware, s.r.o.","Hammerware, s.r.o.",37,22,7,75,2022,1398,750,1038,0,0,46,0,46,0,499
579840,Bloody Trapland 2: Curiosity,"2Play, Prasius",2Play,22,41,22,59,3791,1914,3033,1712,763,1494,145,5,165,5,1499
389840,Deserter Simulator,Pocket Queries,Zoo Corporation,13,36,27,56,3538,1849,2527,1563,0,0,178,0,215,0,999
542570,RunVR,Smoketree Studios,Smoketree Studios,54,15,3,80,3538,1849,2690,1990,0,0,152,0,183,0,599
580680,CYBER JOLT,Deceptive Games Ltd.,Deceptive Games Ltd.,9,6,6,60,3538,1849,2275,1483,763,1494,187,25,167,25,99
464650,Runbow,13AM Games,13AM Games,71,25,3,86,2275,1483,2690,1990,769,1063,116,52,168,52,1499
383620,Flight Unlimited Las Vegas,Flight Systems LLC,Flight Systems LLC,1,6,16,27,1264,1105,769,1063,0,0,633,0,633,0,299
509440,God Simulator,Mateusz Kulis,Mateusz Kulis,1,4,12,15,1476,2044,0,0,0,0,0,0,0,0,299
489760,Demon Truck,Triger Mountain,Adventurepro Games LLC,74,28,3,89,3285,1782,1264,1105,0,0,144,0,151,0,499
495290,AccuRC 2,trasnatech,trasnatech,57,45,8,72,1501,1468,1526,2113,0,0,10093,0,18134,0,4999
758120,RC Fun City,Lotte|EoD,Agger Interactive,16,9,6,64,1264,1105,1549,2144,0,0,32,0,43,0,399
816260,Store Simulator 2018,StarSystemStudios™,StarSystemStudios™,74,10,1,90,1264,1105,769,1063,769,1063,4,4,4,4,59
356170,Tile Rider,7 Soft Pillows,7 Soft Pillows,62,13,2,80,1769,1307,1516,1210,0,0,169,0,247,0,399
587770,4x4 Road Race,Mirador Studio,Mirador Studio,7,6,7,41,1126,1271,763,1494,0,0,160,0,160,0,199
723100,Orbital Racer,Paweł Dywelski,Movie Games S.A.,,8,0,0,2780,1639,763,1494,0,0,604,0,604,0,1499
352170,MadOut,Nuligine,Nuligine,4,18,26,43,2275,1483,2306,1842,0,0,107,0,166,0,299
508930,Mini Z Racers Turbo,Coolegion Studios,Strategy First,,5,5,0,1516,1210,1153,1302,0,0,751,0,785,0,499
752400,Frozen Drift Race (Restocked),dev4play,dev4play,,0,3,0,2022,1398,763,1494,0,0,202,0,202,0,199
21500,Pyroblazer,Eipix,Candella Systems Ltd,,4,3,0,2275,1483,1921,1682,0,0,95,0,143,0,499
710540,Driver Pro: 2017,Alexey Volonsky,AYE Technology,100,16,0,100,1769,1307,763,1494,0,0,59,0,59,0,99
656780,Bullyparade - DER Spiel,BitsAlive Game Studios,Spicy Fox GmbH,,2,9,0,1264,1105,1526,2113,0,0,4,0,4,0,999
662620,Speedway Challenge League,Artur Berkowski Berobasket,Artur Berkowski Berobasket,95,28,1,96,1011,988,769,1063,0,0,22,0,22,0,299
352530,Poppy Kart,"Stephane Graziano, Franck Graziano, Mathieu Lamarche",Webrox,,2,4,0,1134,1281,0,0,0,0,0,0,0,0,499
435210,Intergalactic Road Warriors,TurtleBlaze,TurtleBlaze,57,16,3,88,1501,1468,1526,2113,0,0,7,0,14,0,899
357010,The Collider 2,Shortbreak Studios s.c.,Shortbreak Studios s.c. ,51,29,6,64,2780,1639,2022,1398,0,0,65,0,61,0,999
768800,Race,RewindApp,RewindApp,37,25,8,68,3285,1782,750,1038,763,1494,242,474,242,474,99
446850,Mindball Play,Interactive Productline Team,Interactive Productline IP AB,100,19,0,100,1011,988,750,1038,0,0,39,0,39,0,699
588750,King Of Dirt,WildLabs,WildLabs,10,10,9,55,1889,1653,1549,2144,0,0,19,0,31,0,599
667520,Flight Unlimited 2K18,Flight Systems,Flight Systems ,2,5,11,36,1134,1281,774,1516,0,0,5,0,5,0,1499
